Java HotSpot(TM) 64-Bit Server VM (25.171-b11) for windows-amd64 JRE (1.8.0_171-b11), built on Mar 28 2018 16:06:12 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16628416k(9554324k free), swap 19905216k(12933048k free)
CommandLine flags: -XX:InitialHeapSize=536870912 -XX:InitialTenuringThreshold=1 -XX:MaxHeapSize=629145600 -XX:MaxNewSize=1048576 -XX:MaxTenuringThreshold=1 -XX:NewSize=1048576 -XX:PretenureSizeThreshold=50 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseSerialGC 
2.605: [GC (Allocation Failure) 2.605: [DefNew: 960K->63K(960K), 0.0013476 secs] 210572K->209944K(524224K), 0.0014035 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.607: [GC (Allocation Failure) 2.607: [DefNew: 959K->63K(960K), 0.0013113 secs] 210872K->210279K(524224K), 0.0013468 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.611: [GC (Allocation Failure) 2.611: [DefNew: 959K->63K(960K), 0.0015224 secs] 211209K->210654K(524224K), 0.0015749 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2.615: [GC (Allocation Failure) 2.615: [DefNew: 959K->63K(960K), 0.0015198 secs] 211575K->211018K(524224K), 0.0015704 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.618: [GC (Allocation Failure) 2.618: [DefNew: 959K->63K(960K), 0.0012977 secs] 211952K->211325K(524224K), 0.0013381 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.622: [GC (Allocation Failure) 2.622: [DefNew: 959K->63K(960K), 0.0013597 secs] 212253K->211697K(524224K), 0.0013952 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.626: [GC (Allocation Failure) 2.626: [DefNew: 959K->63K(960K), 0.0013178 secs] 212632K->212033K(524224K), 0.0013514 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2.629: [GC (Allocation Failure) 2.629: [DefNew: 959K->64K(960K), 0.0012830 secs] 212967K->212355K(524224K), 0.0013110 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.633: [GC (Allocation Failure) 2.633: [DefNew: 960K->63K(960K), 0.0014998 secs] 213273K->212720K(524224K), 0.0015496 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.636: [GC (Allocation Failure) 2.636: [DefNew: 959K->63K(960K), 0.0014314 secs] 213653K->213038K(524224K), 0.0014722 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.641: [GC (Allocation Failure) 2.641: [DefNew: 959K->63K(960K), 0.0014273 secs] 213964K->213407K(524224K), 0.0014695 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2.645: [GC (Allocation Failure) 2.645: [DefNew: 959K->63K(960K), 0.0014994 secs] 214330K->213772K(524224K), 0.0015360 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.648: [GC (Allocation Failure) 2.648: [DefNew: 959K->64K(960K), 0.0013978 secs] 214705K->214119K(524224K), 0.0014307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.653: [GC (Allocation Failure) 2.653: [DefNew: 960K->63K(960K), 0.0014522 secs] 215050K->214412K(524224K), 0.0015164 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.658: [GC (Allocation Failure) 2.658: [DefNew: 959K->64K(960K), 0.0015704 secs] 215342K->214714K(524224K), 0.0016417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.661: [GC (Allocation Failure) 2.661: [DefNew: 960K->63K(960K), 0.0013336 secs] 215640K->215021K(524224K), 0.0013910 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.666: [GC (Allocation Failure) 2.666: [DefNew: 959K->64K(960K), 0.0012751 secs] 215953K->215307K(524224K), 0.0013317 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.669: [GC (Allocation Failure) 2.669: [DefNew: 960K->63K(960K), 0.0012566 secs] 216239K->215596K(524224K), 0.0013136 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.673: [GC (Allocation Failure) 2.673: [DefNew: 959K->64K(960K), 0.0012430 secs] 216526K->215887K(524224K), 0.0012974 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2.677: [GC (Allocation Failure) 2.677: [DefNew: 960K->63K(960K), 0.0012826 secs] 216811K->216203K(524224K), 0.0013363 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.680: [GC (Allocation Failure) 2.680: [DefNew: 959K->63K(960K), 0.0013314 secs] 217135K->216485K(524224K), 0.0013884 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.684: [GC (Allocation Failure) 2.684: [DefNew: 959K->64K(960K), 0.0012543 secs] 217411K->216778K(524224K), 0.0013106 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.688: [GC (Allocation Failure) 2.688: [DefNew: 960K->63K(960K), 0.0012464 secs] 217705K->217079K(524224K), 0.0060949 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2.695: [GC (Allocation Failure) 2.695: [DefNew: 959K->63K(960K), 0.0012385 secs] 218012K->217361K(524224K), 0.0012781 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.698: [GC (Allocation Failure) 2.699: [DefNew: 959K->63K(960K), 0.0014061 secs] 218279K->217696K(524224K), 0.0014650 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.702: [GC (Allocation Failure) 2.702: [DefNew: 959K->64K(960K), 0.0014424 secs] 218622K->217987K(524224K), 0.0014986 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.707: [GC (Allocation Failure) 2.707: [DefNew: 960K->64K(960K), 0.0014344 secs] 218910K->218321K(524224K), 0.0014922 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.711: [GC (Allocation Failure) 2.711: [DefNew: 960K->64K(960K), 0.0014359 secs] 219237K->218653K(524224K), 0.0014850 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.714: [GC (Allocation Failure) 2.714: [DefNew: 960K->64K(960K), 0.0014850 secs] 219586K->218939K(524224K), 0.0015424 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.719: [GC (Allocation Failure) 2.719: [DefNew: 960K->63K(960K), 0.0012724 secs] 219866K->219238K(524224K), 0.0013287 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2.723: [GC (Allocation Failure) 2.723: [DefNew: 959K->63K(960K), 0.0021718 secs] 220162K->219542K(524224K), 0.0022640 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.728: [GC (Allocation Failure) 2.728: [DefNew: 959K->63K(960K), 0.0013042 secs] 220471K->219839K(524224K), 0.0013642 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.732: [GC (Allocation Failure) 2.732: [DefNew: 959K->63K(960K), 0.0014140 secs] 220766K->220141K(524224K), 0.0014714 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.735: [GC (Allocation Failure) 2.735: [DefNew: 959K->63K(960K), 0.0012959 secs] 221068K->220437K(524224K), 0.0013578 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2.739: [GC (Allocation Failure) 2.739: [DefNew: 959K->64K(960K), 0.0015118 secs] 221348K->220798K(524224K), 0.0015821 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.743: [GC (Allocation Failure) 2.743: [DefNew: 960K->63K(960K), 0.0014280 secs] 221724K->221115K(524224K), 0.0015001 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.746: [GC (Allocation Failure) 2.746: [DefNew: 959K->63K(960K), 0.0013019 secs] 222051K->221396K(524224K), 0.0013582 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.750: [GC (Allocation Failure) 2.750: [DefNew: 959K->63K(960K), 0.0014661 secs] 222307K->221763K(524224K), 0.0015213 secs] [Times: user=0.00 sys=0.02, real=0.00 secs] 
2.753: [GC (Allocation Failure) 2.753: [DefNew: 959K->64K(960K), 0.0014314 secs] 222695K->222050K(524224K), 0.0014926 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.757: [GC (Allocation Failure) 2.757: [DefNew: 960K->63K(960K), 0.0016025 secs] 222972K->222385K(524224K), 0.0016761 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.762: [GC (Allocation Failure) 2.762: [DefNew: 959K->64K(960K), 0.0014080 secs] 223310K->222690K(524224K), 0.0014684 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.765: [GC (Allocation Failure) 2.765: [DefNew: 960K->63K(960K), 0.0015020 secs] 223607K->223067K(524224K), 0.0015688 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.770: [GC (Allocation Failure) 2.770: [DefNew: 959K->63K(960K), 0.0015968 secs] 223987K->223387K(524224K), 0.0016716 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.775: [GC (Allocation Failure) 2.775: [DefNew: 959K->63K(960K), 0.0013559 secs] 224317K->223702K(524224K), 0.0014186 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.778: [GC (Allocation Failure) 2.779: [DefNew: 959K->63K(960K), 0.0013310 secs] 224632K->223989K(524224K), 0.0013869 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.784: [GC (Allocation Failure) 2.784: [DefNew: 959K->64K(960K), 0.0014673 secs] 224906K->224319K(524224K), 0.0015152 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.786: [GC (Allocation Failure) 2.787: [DefNew: 960K->63K(960K), 0.0013801 secs] 225251K->224604K(524224K), 0.0014393 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.791: [GC (Allocation Failure) 2.791: [DefNew: 959K->63K(960K), 0.0014692 secs] 225516K->224958K(524224K), 0.0015277 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.796: [GC (Allocation Failure) 2.796: [DefNew: 959K->63K(960K), 0.0015907 secs] 225886K->225261K(524224K), 0.0016572 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.800: [GC (Allocation Failure) 2.800: [DefNew: 959K->64K(960K), 0.0017671 secs] 226173K->225647K(524224K), 0.0018373 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.805: [GC (Allocation Failure) 2.805: [DefNew: 960K->64K(960K), 0.0016572 secs] 226566K->225968K(524224K), 0.0017154 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.808: [GC (Allocation Failure) 2.808: [DefNew: 960K->63K(960K), 0.0013816 secs] 226898K->226262K(524224K), 0.0014356 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.813: [GC (Allocation Failure) 2.813: [DefNew: 959K->64K(960K), 0.0013676 secs] 227187K->226575K(524224K), 0.0014193 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
2.818: [GC (Allocation Failure) 2.818: [DefNew: 960K->64K(960K), 0.0013329 secs] 227504K->226887K(524224K), 0.0013906 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.821: [GC (Allocation Failure) 2.821: [DefNew: 960K->64K(960K), 0.0013657 secs] 227804K->227212K(524224K), 0.0014148 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.826: [GC (Allocation Failure) 2.826: [DefNew: 960K->64K(960K), 0.0014303 secs] 228131K->227537K(524224K), 0.0014775 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.830: [GC (Allocation Failure) 2.830: [DefNew: 960K->64K(960K), 0.0016685 secs] 228464K->227833K(524224K), 0.0017342 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.834: [GC (Allocation Failure) 2.834: [DefNew: 960K->63K(960K), 0.0013785 secs] 228766K->228127K(524224K), 0.0014408 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.839: [GC (Allocation Failure) 2.839: [DefNew: 959K->63K(960K), 0.0013378 secs] 229050K->228445K(524224K), 0.0013925 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.841: [GC (Allocation Failure) 2.841: [DefNew: 959K->63K(960K), 0.0013638 secs] 229373K->228748K(524224K), 0.0014223 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.847: [GC (Allocation Failure) 2.847: [DefNew: 959K->64K(960K), 0.0015926 secs] 229672K->229057K(524224K), 0.0016463 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.851: [GC (Allocation Failure) 2.851: [DefNew: 960K->63K(960K), 0.0014341 secs] 229981K->229370K(524224K), 0.0014971 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.854: [GC (Allocation Failure) 2.854: [DefNew: 959K->63K(960K), 0.0013015 secs] 230299K->229664K(524224K), 0.0013638 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.859: [GC (Allocation Failure) 2.859: [DefNew: 959K->63K(960K), 0.0013412 secs] 230586K->229984K(524224K), 0.0014129 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.863: [GC (Allocation Failure) 2.863: [DefNew: 959K->64K(960K), 0.0015711 secs] 230904K->230319K(524224K), 0.0016315 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.879: [GC (Allocation Failure) 2.880: [DefNew: 960K->63K(960K), 0.0105625 secs] 235347K->234700K(524224K), 0.0106180 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2.893: [GC (Allocation Failure) 2.893: [DefNew: 959K->63K(960K), 0.0013461 secs] 235630K->234991K(524224K), 0.0014027 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.897: [GC (Allocation Failure) 2.897: [DefNew: 959K->63K(960K), 0.0012392 secs] 235933K->235258K(524224K), 0.0012989 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.901: [GC (Allocation Failure) 2.901: [DefNew: 959K->63K(960K), 0.0014393 secs] 236184K->235552K(524224K), 0.0015145 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.905: [GC (Allocation Failure) 2.905: [DefNew: 959K->63K(960K), 0.0011981 secs] 236490K->235834K(524224K), 0.0012404 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.908: [GC (Allocation Failure) 2.908: [DefNew: 959K->64K(960K), 0.0014405 secs] 236765K->236131K(524224K), 0.0014975 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.913: [GC (Allocation Failure) 2.913: [DefNew: 960K->64K(960K), 0.0012449 secs] 237055K->236432K(524224K), 0.0013000 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.918: [GC (Allocation Failure) 2.918: [DefNew: 960K->63K(960K), 0.0012668 secs] 237362K->236727K(524224K), 0.0013268 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.921: [GC (Allocation Failure) 2.921: [DefNew: 959K->63K(960K), 0.0011886 secs] 237667K->237002K(524224K), 0.0012472 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.925: [GC (Allocation Failure) 2.925: [DefNew: 959K->64K(960K), 0.0012215 secs] 237934K->237291K(524224K), 0.0012830 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.929: [GC (Allocation Failure) 2.929: [DefNew: 960K->63K(960K), 0.0015213 secs] 238212K->237607K(524224K), 0.0015855 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.932: [GC (Allocation Failure) 2.932: [DefNew: 959K->63K(960K), 0.0012989 secs] 238541K->237888K(524224K), 0.0013510 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.936: [GC (Allocation Failure) 2.936: [DefNew: 959K->64K(960K), 0.0014767 secs] 238820K->238178K(524224K), 0.0015235 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.939: [GC (Allocation Failure) 2.939: [DefNew: 960K->63K(960K), 0.0016708 secs] 239098K->238490K(524224K), 0.0017157 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
2.943: [GC (Allocation Failure) 2.943: [DefNew: 959K->63K(960K), 0.0013899 secs] 239410K->238797K(524224K), 0.0014424 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.947: [GC (Allocation Failure) 2.947: [DefNew: 959K->63K(960K), 0.0013906 secs] 239745K->239056K(524224K), 0.0014424 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.949: [GC (Allocation Failure) 2.949: [DefNew: 959K->63K(960K), 0.0013978 secs] 240001K->239315K(524224K), 0.0014442 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.953: [GC (Allocation Failure) 2.953: [DefNew: 959K->63K(960K), 0.0013499 secs] 240232K->239634K(524224K), 0.0014004 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.957: [GC (Allocation Failure) 2.957: [DefNew: 959K->63K(960K), 0.0014375 secs] 240563K->239929K(524224K), 0.0014907 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.959: [GC (Allocation Failure) 2.959: [DefNew: 959K->64K(960K), 0.0011048 secs] 240876K->240192K(524224K), 0.0011456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.962: [GC (Allocation Failure) 2.962: [DefNew: 960K->63K(960K), 0.0011116 secs] 241140K->240449K(524224K), 0.0011494 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.967: [GC (Allocation Failure) 2.967: [DefNew: 959K->63K(960K), 0.0012449 secs] 241385K->240727K(524224K), 0.0013008 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.971: [GC (Allocation Failure) 2.971: [DefNew: 959K->63K(960K), 0.0013706 secs] 241674K->240989K(524224K), 0.0014439 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.975: [GC (Allocation Failure) 2.975: [DefNew: 959K->64K(960K), 0.0013529 secs] 241913K->241295K(524224K), 0.0014095 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.977: [GC (Allocation Failure) 2.977: [DefNew: 960K->64K(960K), 0.0010316 secs] 242250K->241545K(524224K), 0.0010652 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.982: [GC (Allocation Failure) 2.982: [DefNew: 960K->63K(960K), 0.0011660 secs] 242481K->241824K(524224K), 0.0012343 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.986: [GC (Allocation Failure) 2.986: [DefNew: 959K->64K(960K), 0.0011713 secs] 242767K->242085K(524224K), 0.0012283 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.989: [GC (Allocation Failure) 2.989: [DefNew: 960K->63K(960K), 0.0011618 secs] 243013K->242385K(524224K), 0.0012083 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.994: [GC (Allocation Failure) 2.994: [DefNew: 959K->63K(960K), 0.0012774 secs] 243324K->242658K(524224K), 0.0013329 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2.998: [GC (Allocation Failure) 2.998: [DefNew: 959K->64K(960K), 0.0011860 secs] 243598K->242929K(524224K), 0.0012407 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.001: [GC (Allocation Failure) 3.001: [DefNew: 960K->63K(960K), 0.0011845 secs] 243869K->243196K(524224K), 0.0012524 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
3.005: [GC (Allocation Failure) 3.005: [DefNew: 959K->63K(960K), 0.0013491 secs] 244118K->243500K(524224K), 0.0014069 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.010: [GC (Allocation Failure) 3.010: [DefNew: 959K->64K(960K), 0.0012490 secs] 244434K->243797K(524224K), 0.0013045 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.012: [GC (Allocation Failure) 3.012: [DefNew: 960K->63K(960K), 0.0012079 secs] 244747K->244058K(524224K), 0.0012555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.017: [GC (Allocation Failure) 3.017: [DefNew: 959K->64K(960K), 0.0011875 secs] 245001K->244331K(524224K), 0.0012426 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
3.021: [GC (Allocation Failure) 3.021: [DefNew: 960K->64K(960K), 0.0011788 secs] 245270K->244608K(524224K), 0.0012422 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.024: [GC (Allocation Failure) 3.024: [DefNew: 960K->64K(960K), 0.0013091 secs] 245531K->244936K(524224K), 0.0013672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.030: [GC (Allocation Failure) 3.030: [DefNew: 960K->63K(960K), 0.0013219 secs] 245871K->245221K(524224K), 0.0013789 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.034: [GC (Allocation Failure) 3.034: [DefNew: 959K->63K(960K), 0.0015024 secs] 246165K->245484K(524224K), 0.0015768 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.038: [GC (Allocation Failure) 3.038: [DefNew: 959K->63K(960K), 0.0013030 secs] 246418K->245767K(524224K), 0.0013582 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.043: [GC (Allocation Failure) 3.043: [DefNew: 959K->63K(960K), 0.0013098 secs] 246699K->246059K(524224K), 0.0013672 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.047: [GC (Allocation Failure) 3.047: [DefNew: 959K->63K(960K), 0.0012400 secs] 246999K->246327K(524224K), 0.0012951 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.051: [GC (Allocation Failure) 3.051: [DefNew: 959K->63K(960K), 0.0012600 secs] 247267K->246602K(524224K), 0.0013189 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.055: [GC (Allocation Failure) 3.055: [DefNew: 959K->64K(960K), 0.0011207 secs] 247541K->246873K(524224K), 0.0011648 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.058: [GC (Allocation Failure) 3.058: [DefNew: 960K->63K(960K), 0.0012966 secs] 247810K->247146K(524224K), 0.0013551 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.063: [GC (Allocation Failure) 3.063: [DefNew: 959K->63K(960K), 0.0012385 secs] 248084K->247419K(524224K), 0.0012894 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.067: [GC (Allocation Failure) 3.067: [DefNew: 959K->64K(960K), 0.0015798 secs] 248340K->247740K(524224K), 0.0016546 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.070: [GC (Allocation Failure) 3.070: [DefNew: 960K->64K(960K), 0.0013064 secs] 248676K->248018K(524224K), 0.0013502 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.075: [GC (Allocation Failure) 3.075: [DefNew: 960K->63K(960K), 0.0014514 secs] 248953K->248321K(524224K), 0.0015284 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.081: [GC (Allocation Failure) 3.081: [DefNew: 959K->64K(960K), 0.0012336 secs] 249264K->248589K(524224K), 0.0012879 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.083: [GC (Allocation Failure) 3.083: [DefNew: 960K->63K(960K), 0.0013042 secs] 249526K->248867K(524224K), 0.0013714 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.089: [GC (Allocation Failure) 3.089: [DefNew: 959K->63K(960K), 0.0012883 secs] 249806K->249144K(524224K), 0.0013449 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.093: [GC (Allocation Failure) 3.093: [DefNew: 959K->63K(960K), 0.0012638 secs] 250084K->249416K(524224K), 0.0013204 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.096: [GC (Allocation Failure) 3.096: [DefNew: 959K->63K(960K), 0.0013185 secs] 250354K->249699K(524224K), 0.0013759 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.101: [GC (Allocation Failure) 3.101: [DefNew: 959K->64K(960K), 0.0014420 secs] 250636K->249985K(524224K), 0.0015005 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.103: [GC (Allocation Failure) 3.103: [DefNew: 960K->63K(960K), 0.0013110 secs] 250928K->250251K(524224K), 0.0013668 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.108: [GC (Allocation Failure) 3.108: [DefNew: 959K->63K(960K), 0.0012570 secs] 251191K->250527K(524224K), 0.0013098 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.113: [GC (Allocation Failure) 3.113: [DefNew: 959K->64K(960K), 0.0011275 secs] 251465K->250811K(524224K), 0.0011694 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.116: [GC (Allocation Failure) 3.116: [DefNew: 960K->63K(960K), 0.0010806 secs] 251756K->251068K(524224K), 0.0011195 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.119: [GC (Allocation Failure) 3.119: [DefNew: 959K->63K(960K), 0.0011641 secs] 252005K->251348K(524224K), 0.0012166 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.123: [GC (Allocation Failure) 3.123: [DefNew: 959K->63K(960K), 0.0011327 secs] 252288K->251624K(524224K), 0.0011852 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.125: [GC (Allocation Failure) 3.125: [DefNew: 959K->64K(960K), 0.0011641 secs] 252565K->251893K(524224K), 0.0012219 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
3.129: [GC (Allocation Failure) 3.129: [DefNew: 960K->63K(960K), 0.0012581 secs] 252831K->252166K(524224K), 0.0013113 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.132: [GC (Allocation Failure) 3.132: [DefNew: 959K->64K(960K), 0.0011335 secs] 253105K->252437K(524224K), 0.0011935 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.136: [GC (Allocation Failure) 3.136: [DefNew: 960K->63K(960K), 0.0012985 secs] 253373K->252718K(524224K), 0.0013551 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.140: [GC (Allocation Failure) 3.140: [DefNew: 959K->64K(960K), 0.0012268 secs] 253654K->252999K(524224K), 0.0012842 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.145: [GC (Allocation Failure) 3.145: [DefNew: 960K->63K(960K), 0.0012018 secs] 253938K->253286K(524224K), 0.0012600 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.148: [GC (Allocation Failure) 3.148: [DefNew: 959K->63K(960K), 0.0012645 secs] 254213K->253582K(524224K), 0.0013212 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.153: [GC (Allocation Failure) 3.153: [DefNew: 959K->63K(960K), 0.0012479 secs] 254513K->253868K(524224K), 0.0013053 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.157: [GC (Allocation Failure) 3.157: [DefNew: 959K->63K(960K), 0.0012800 secs] 254805K->254145K(524224K), 0.0013415 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
3.161: [GC (Allocation Failure) 3.161: [DefNew: 959K->63K(960K), 0.0012853 secs] 255072K->254447K(524224K), 0.0013412 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.166: [GC (Allocation Failure) 3.166: [DefNew: 959K->63K(960K), 0.0014465 secs] 255381K->254733K(524224K), 0.0014998 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.168: [GC (Allocation Failure) 3.168: [DefNew: 959K->63K(960K), 0.0011792 secs] 255676K->255000K(524224K), 0.0012158 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
3.173: [GC (Allocation Failure) 3.173: [DefNew: 959K->64K(960K), 0.0013162 secs] 255935K->255292K(524224K), 0.0013721 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
